,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
8,Lineups,201583 - 2772 - 201976 - 203991 - 201935,"Anderson,Ryan - Ariza,Trevor - Beverley,Patrick - Capela,Clint - Harden,James",1610612745,HOU,42,32,10,0.762,505.0,122.7,107.2,15.4,0.67,2.2,20.6,0.275,0.784,0.521,0.132,0.594,0.623,100.28,0.562,12,4,12839,4045,9,3595,6934,4230,3475,1380,3129,3605,5955,4499,7325,3566,3929,5923,4872,2016-17
9,Lineups,203484 - 203083 - 202699 - 202694 - 202397,"Caldwell-Pope,Kentavious - Drummond,Andre - Harris,Tobias - Morris,Marcus - Smith,Ish",1610612765,DET,61,26,35,0.426,492.0,106.4,113.4,-7.1,0.539,2.03,17.3,0.231,0.764,0.485,0.114,0.516,0.537,96.67,0.456,2,15,12990,6739,10,5447,7577,7114,5425,1449,4838,4478,6225,6716,6715,4879,5864,7500,6506,2016-17
10,Lineups,202681 - 2544 - 201567 - 2747 - 202684,"Irving,Kyrie - James,LeBron - Love,Kevin - Smith,JR - Thompson,Tristan",1610612739,CLE,27,19,8,0.704,454.0,116.8,111.2,5.6,0.626,2.15,19.8,0.249,0.735,0.495,0.127,0.571,0.597,99.62,0.522,65,40,12724,4314,11,4141,7351,5062,4419,1405,3808,4351,6912,6628,7098,4020,4450,6237,5448,2016-17
11,Lineups,202331 - 101139 - 201952 - 1626167 - 201152,"George,Paul - Miles,CJ - Teague,Jeff - Turner,Myles - Young,Thaddeus",1610612754,IND,44,21,23,0.477,444.0,111.5,103.8,7.7,0.624,1.89,19.3,0.198,0.759,0.487,0.137,0.548,0.588,97.19,0.548,9,27,12984,6608,12,4831,6499,4871,4519,2308,3988,5122,6263,6696,7509,4386,4624,7267,5053,2016-17
12,Lineups,202340 - 203109 - 201143 - 101161 - 202738,"Bradley,Avery - Crowder,Jae - Horford,Al - Johnson,Amir - Thomas,Isaiah",1610612738,BOS,36,26,10,0.722,433.0,113.7,106.2,7.5,0.663,2.31,21.3,0.204,0.746,0.487,0.128,0.572,0.592,96.87,0.525,19,15,12839,4262,13,4515,6754,4880,4230,1305,2957,4719,6861,6696,7183,3916,4548,7418,5393,2016-17
13,Lineups,203145 - 2730 - 200794 - 203471 - 200757,"Bazemore,Kent - Howard,Dwight - Millsap,Paul - Schroder,Dennis - Sefolosha,Thabo",1610612737,ATL,36,21,15,0.583,425.0,97.9,102.3,-4.4,0.582,1.33,16.5,0.209,0.785,0.503,0.162,0.496,0.527,98.86,0.48,19,27,12952,5075,14,7134,6249,6872,5009,3278,5460,4692,5953,4701,8402,6513,6147,6582,6151,2016-17
14,Lineups,203095 - 203932 - 203901 - 203082 - 202696,"Fournier,Evan - Gordon,Aaron - Payton,Elfrid - Ross,Terrence - Vucevic,Nikola",1610612753,ORL,19,6,13,0.316,410.0,112.0,110.6,1.4,0.592,2.31,19.0,0.225,0.78,0.499,0.112,0.533,0.566,103.78,0.5,155,436,12930,7505,15,4767,7285,5444,4934,1302,4102,4510,5988,6614,6585,4636,5189,4686,5974,2016-17
15,Lineups,203484 - 203083 - 202704 - 202720 - 202694,"Caldwell-Pope,Kentavious - Drummond,Andre - Jackson,Reggie - Leuer,Jon - Morris,Marcus",1610612765,DET,34,16,18,0.471,404.0,102.8,113.0,-10.2,0.543,1.95,16.5,0.264,0.796,0.496,0.115,0.482,0.504,97.18,0.432,28,61,12970,6612,16,5911,7552,7367,5412,2288,5478,3732,5848,6623,6729,6627,6794,7272,6846,2016-17
16,Lineups,2736 - 202389 - 203944 - 1626156 - 201156,"Deng,Luol - Mozgov,Timofey - Randle,Julius - Russell,D'Angelo - Young,Nick",1610612747,LAL,28,11,17,0.393,403.0,110.8,103.7,7.1,0.62,1.98,18.8,0.251,0.773,0.503,0.131,0.532,0.56,97.98,0.506,57,157,12967,6921,17,4904,6485,4908,4532,2281,4174,3800,6127,4700,7302,4654,5355,6942,5645,2016-17
17,Lineups,2546 - 201584 - 201149 - 204001 - 201565,"Anthony,Carmelo - Lee,Courtney - Noah,Joakim - Porzingis,Kristaps - Rose,Derrick",1610612752,NYK,28,13,15,0.464,396.0,106.3,111.6,-5.2,0.534,1.77,16.6,0.273,0.759,0.511,0.127,0.501,0.53,97.66,0.464,57,102,12952,6618,18,5450,7390,6957,5469,2410,5430,3611,6266,4635,7171,4985,6082,7070,6375,2016-17
18,Lineups,200746 - 2200 - 201980 - 202695 - 2225,"Aldridge,LaMarcus - Gasol,Pau - Green,Danny - Leonard,Kawhi - Parker,Tony",1610612759,SAS,34,26,8,0.765,392.0,113.0,105.6,7.4,0.623,2.5,20.3,0.187,0.77,0.499,0.11,0.552,0.585,94.94,0.565,28,15,12724,4043,19,4636,6700,4887,4521,1094,3289,5189,6135,6612,6484,4317,4673,8230,4834,2016-17
19,Lineups,203507 - 203521 - 203089 - 203953 - 203503,"Antetokounmpo,Giannis - Dellavedova,Matthew - Henson,John - Parker,Jabari - Snell,Tony",1610612749,MIL,30,14,16,0.467,390.0,105.2,106.3,-1.1,0.602,1.87,18.1,0.22,0.726,0.474,0.131,0.511,0.542,99.15,0.494,42,82,12960,6615,21,5570,6760,6593,4623,2330,4527,4618,7021,6867,7289,4939,5767,6466,6008,2016-17
20,Lineups,202710 - 201959 - 201577 - 200765 - 2548,"Butler,Jimmy - Gibson,Taj - Lopez,Robin - Rondo,Rajon - Wade,Dwyane",1610612741,CHI,28,13,15,0.464,390.0,106.3,105.5,0.8,0.595,1.82,18.4,0.313,0.773,0.543,0.142,0.493,0.531,96.81,0.514,57,102,12952,6618,20,5459,6696,5498,4924,2367,4322,3169,6115,4092,7635,6530,6069,7432,5552,2016-17
21,Lineups,203484 - 203083 - 202699 - 202704 - 202694,"Caldwell-Pope,Kentavious - Drummond,Andre - Harris,Tobias - Jackson,Reggie - Morris,Marcus",1610612765,DET,41,19,22,0.463,385.0,102.4,114.6,-12.3,0.514,1.67,15.9,0.21,0.826,0.494,0.125,0.505,0.523,94.68,0.419,14,40,12979,6620,22,5983,7807,7517,5577,2498,5681,4689,5222,6636,7066,4979,6225,8328,7030,2016-17
22,Lineups,202331 - 203922 - 201952 - 1626167 - 201152,"George,Paul - Robinson III,Glenn - Teague,Jeff - Turner,Myles - Young,Thaddeus",1610612754,IND,28,16,12,0.571,376.0,110.3,102.4,7.8,0.623,1.91,19.4,0.158,0.762,0.481,0.135,0.554,0.593,101.42,0.553,57,61,12915,5091,23,4974,6260,4861,4520,2305,3942,5563,6238,6772,7415,4290,4529,5479,4981,2016-17
23,Lineups,201960 - 201942 - 200768 - 1627783 - 202685,"Carroll,DeMarre - DeRozan,DeMar - Lowry,Kyle - Siakam,Pascal - Valanciunas,Jonas",1610612761,TOR,31,20,11,0.645,365.0,106.7,115.5,-8.8,0.488,1.35,15.5,0.267,0.763,0.501,0.153,0.514,0.551,95.52,0.433,40,31,12885,4842,24,5312,7863,7241,7072,3122,5884,3703,6232,4704,8078,4906,5550,8002,6835,2016-17
24,Lineups,203095 - 203932 - 201586 - 203901 - 202696,"Fournier,Evan - Gordon,Aaron - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",1610612753,ORL,33,14,19,0.424,296.0,106.2,109.2,-3.0,0.581,1.89,18.4,0.265,0.762,0.51,0.133,0.514,0.54,96.48,0.49,31,82,12976,6740,25,5470,7136,6764,5010,2317,4401,3728,6250,4647,7355,4910,5803,7581,6044,2016-17
25,Lineups,202339 - 1626164 - 2199 - 1627737 - 203933,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Chriss,Marquese - Warren,TJ",1610612756,PHX,25,9,16,0.36,295.0,105.4,110.4,-5.0,0.558,1.47,16.1,0.246,0.774,0.503,0.145,0.494,0.546,102.17,0.469,78,220,12960,6999,26,5548,7258,6928,5248,3002,5612,4355,6109,4703,7815,6519,5666,5238,6328,2016-17
26,Lineups,202339 - 1626164 - 2199 - 1627737 - 200782,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Chriss,Marquese - Tucker,PJ",1610612756,PHX,32,10,22,0.313,284.0,102.8,108.7,-5.9,0.496,1.17,14.4,0.293,0.748,0.506,0.164,0.495,0.529,98.96,0.45,36,187,12979,7506,27,5909,7091,7009,7063,3480,6334,3372,6857,4683,8435,6517,6111,6543,6604,2016-17
27,Lineups,2754 - 201144 - 201188 - 203210 - 202718,"Allen,Tony - Conley,Mike - Gasol,Marc - Green,JaMychal - Parsons,Chandler",1610612763,MEM,25,12,13,0.48,281.0,102.7,106.8,-4.1,0.619,1.71,18.7,0.177,0.761,0.462,0.145,0.514,0.549,93.42,0.469,78,127,12930,6606,28,5927,6899,6844,4534,2484,4244,5270,6255,7049,7902,4908,5613,8785,6325,2016-17
28,Lineups,201583 - 2772 - 203991 - 201569 - 201935,"Anderson,Ryan - Ariza,Trevor - Capela,Clint - Gordon,Eric - Harden,James",1610612745,HOU,42,31,11,0.738,274.0,108.0,99.8,8.3,0.633,1.82,18.5,0.228,0.819,0.515,0.138,0.528,0.56,99.76,0.52,12,6,12885,4234,29,5202,5287,4825,4392,2368,4295,4487,5276,4575,7540,4710,5351,6180,5469,2016-17
29,Lineups,200746 - 203473 - 201980 - 202695 - 2225,"Aldridge,LaMarcus - Dedmon,Dewayne - Green,Danny - Leonard,Kawhi - Parker,Tony",1610612759,SAS,31,24,7,0.774,257.0,102.8,97.4,5.4,0.528,1.45,15.8,0.296,0.755,0.533,0.146,0.483,0.522,91.03,0.552,40,19,12629,4036,30,5908,5100,5082,5513,3019,5746,3334,6287,4292,7911,6626,6251,9583,4995,2016-17
30,Lineups,203084 - 203552 - 1627812 - 202083 - 1717,"Barnes,Harrison - Curry,Seth - Ferrell,Yogi - Matthews,Wesley - Nowitzki,Dirk",1610612742,DAL,23,12,11,0.522,257.0,108.9,108.0,0.9,0.621,2.39,19.9,0.092,0.802,0.441,0.108,0.555,0.584,96.52,0.511,97,127,12885,5220,31,5112,7004,5488,4527,1234,3780,6167,5446,7525,6448,4288,4684,7568,5590,2016-17
31,Lineups,202329 - 203090 - 203081 - 203468 - 203486,"Aminu,Al-Farouq - Harkless,Maurice - Lillard,Damian - McCollum,CJ - Plumlee,Mason",1610612757,POR,21,10,11,0.476,255.0,112.5,103.7,8.8,0.623,2.15,20.2,0.209,0.742,0.491,0.128,0.566,0.585,97.03,0.558,122,187,12885,6609,32,4752,6491,4777,4523,1404,3365,4691,6870,6655,7208,4069,4670,7338,4911,2016-17
32,Lineups,2037 - 101109 - 202325 - 203085 - 201578,"Crawford,Jamal - Felton,Raymond - Johnson,Wesley - Rivers,Austin - Speights,Marreese",1610612746,LAC,36,22,14,0.611,251.0,97.7,98.7,-1.1,0.453,1.29,12.8,0.165,0.719,0.441,0.123,0.466,0.512,97.09,0.476,19,23,12942,4914,33,7149,5205,6596,7217,3299,7017,5539,7064,7532,6941,6827,6552,7316,6214,2016-17
33,Lineups,202337 - 201609 - 203585 - 203079 - 202355,"Babbitt,Luke - Dragic,Goran - McGruder,Rodney - Waiters,Dion - Whiteside,Hassan",1610612748,MIA,26,20,6,0.769,247.0,106.1,106.7,-0.6,0.548,1.43,17.2,0.177,0.809,0.506,0.156,0.558,0.581,98.88,0.485,72,31,12472,4037,34,5474,6896,6544,5363,3053,4875,5269,5416,4682,8203,4204,4819,6571,6091,2016-17
34,Lineups,200751 - 1626178 - 1627747 - 202391 - 201572,"Foye,Randy - Hollis-Jefferson,Rondae - LeVert,Caris - Lin,Jeremy - Lopez,Brook",1610612751,BKN,22,10,12,0.455,244.0,106.9,103.1,3.8,0.649,1.75,18.4,0.172,0.83,0.499,0.138,0.524,0.57,107.66,0.508,110,187,12915,6631,35,5299,6348,5231,4272,2460,4404,5295,5202,6613,7549,4788,5062,3562,5620,2016-17
35,Lineups,203145 - 203501 - 2730 - 200794 - 203471,"Bazemore,Kent - Hardaway Jr.,Tim - Howard,Dwight - Millsap,Paul - Schroder,Dennis",1610612737,ATL,36,18,18,0.5,240.0,104.1,102.2,1.9,0.641,1.6,18.3,0.246,0.752,0.519,0.155,0.508,0.548,98.76,0.54,19,49,12970,5226,36,5731,6240,5396,4332,2661,4407,4354,6292,4531,8178,4959,5628,6620,5156,2016-17
36,Lineups,201960 - 201942 - 201586 - 202709 - 202685,"Carroll,DeMarre - DeRozan,DeMar - Ibaka,Serge - Joseph,Cory - Valanciunas,Jonas",1610612761,TOR,16,10,6,0.625,233.0,106.6,104.4,2.1,0.51,1.46,16.2,0.281,0.755,0.532,0.149,0.516,0.546,94.47,0.514,213,187,12472,4869,37,5328,6603,5371,5587,3014,5601,3563,6287,4294,7987,4881,5668,8401,5553,2016-17
37,Lineups,203090 - 203081 - 203468 - 203994 - 203943,"Harkless,Maurice - Lillard,Damian - McCollum,CJ - Nurkic,Jusuf - Vonleh,Noah",1610612757,POR,19,14,5,0.737,229.0,109.4,103.9,5.5,0.473,1.33,15.3,0.323,0.779,0.566,0.154,0.531,0.556,98.39,0.537,155,82,12242,4235,38,5061,6507,5076,7122,3126,5979,3130,5989,3647,8093,4669,5428,6771,5218,2016-17
38,Lineups,202681 - 2544 - 201567 - 202697 - 202684,"Irving,Kyrie - James,LeBron - Love,Kevin - Shumpert,Iman - Thompson,Tristan",1610612739,CLE,30,20,10,0.667,226.0,110.2,107.0,3.2,0.523,1.46,16.2,0.294,0.785,0.548,0.15,0.533,0.563,99.5,0.512,42,31,12839,4345,39,4978,6919,5287,5546,3013,5589,3341,5952,3945,8000,4640,5255,6283,5580,2016-17
39,Lineups,201939 - 201142 - 203110 - 2738 - 202691,"Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre - Thompson,Klay",1610612744,GSW,45,39,6,0.867,224.0,122.4,98.4,23.9,0.705,2.25,21.5,0.192,0.693,0.486,0.13,0.591,0.654,107.01,0.678,8,2,12472,3822,40,3611,5184,3588,3340,1352,2885,5146,7377,6712,7268,3591,3392,3716,3368,2016-17
40,Lineups,201587 - 1626163 - 203077 - 202689 - 101107,"Batum,Nicolas - Kaminsky,Frank - Kidd-Gilchrist,Michael - Walker,Kemba - Williams,Marvin",1610612766,CHA,30,8,22,0.267,219.0,106.8,107.8,-1.0,0.604,1.85,18.1,0.112,0.763,0.446,0.124,0.538,0.578,99.84,0.478,42,266,12979,7571,41,5306,6990,6584,4622,2344,4542,6005,6237,7344,6983,4555,4867,6129,6187,2016-17
41,Lineups,203500 - 201959 - 203506 - 203460 - 201566,"Adams,Steven - Gibson,Taj - Oladipo,Victor - Roberson,Andre - Westbrook,Russell",1610612760,OKC,15,11,4,0.733,208.0,109.1,97.3,11.8,0.611,1.79,19.3,0.345,0.838,0.582,0.154,0.528,0.544,99.05,0.572,235,157,11880,4237,42,5087,5099,4542,4594,2403,4003,2283,4949,3308,8121,4709,5697,6504,4666,2016-17
42,Lineups,201163 - 201568 - 203914 - 203999 - 1626144,"Chandler,Wilson - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",1610612743,DEN,18,9,9,0.5,207.0,120.2,115.5,4.6,0.708,2.46,23.0,0.205,0.791,0.516,0.131,0.605,0.635,99.36,0.529,173,220,12795,5226,43,3796,7869,5158,3324,1217,2453,4715,5878,4571,7291,3346,3655,6350,5326,2016-17
43,Lineups,203145 - 2730 - 2594 - 200794 - 203471,"Bazemore,Kent - Howard,Dwight - Korver,Kyle - Millsap,Paul - Schroder,Dennis",1610612737,ATL,20,10,10,0.5,206.0,94.4,104.6,-10.2,0.656,1.49,18.2,0.256,0.728,0.487,0.167,0.476,0.496,99.69,0.458,142,187,12839,5226,44,7430,6610,7371,4241,2998,4451,3785,6966,6691,8630,6687,7561,6205,6486,2016-17
44,Lineups,202339 - 1626164 - 1627737 - 203458 - 203933,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Len,Alex - Warren,TJ",1610612756,PHX,19,7,12,0.368,205.0,104.1,118.3,-14.3,0.503,1.43,16.0,0.233,0.745,0.486,0.147,0.513,0.545,103.49,0.432,155,340,12915,6980,45,5736,8157,7688,5591,3035,5652,4427,6868,6713,7924,4920,5691,4799,6841,2016-17
45,Lineups,203078 - 101162 - 1626162 - 203490 - 202322,"Beal,Bradley - Gortat,Marcin - Oubre Jr.,Kelly - Porter Jr.,Otto - Wall,John",1610612764,WAS,35,23,12,0.657,200.0,117.6,100.2,17.4,0.616,2.28,19.8,0.219,0.751,0.493,0.118,0.565,0.604,101.38,0.602,24,21,12915,4831,46,4082,5942,4056,4549,1316,3802,4620,6293,6640,6797,4085,4273,5501,4269,2016-17
46,Lineups,202709 - 200768 - 203512 - 202335 - 203082,"Joseph,Cory - Lowry,Kyle - Nogueira,Lucas - Patterson,Patrick - Ross,Terrence",1610612761,TOR,30,16,14,0.533,199.0,119.1,104.8,14.3,0.529,1.7,17.2,0.292,0.741,0.508,0.138,0.577,0.6,92.89,0.547,42,61,12942,5207,47,3936,6626,4322,5495,2491,4894,3373,6878,4669,7525,3852,4396,8971,5054,2016-17
47,Lineups,201163 - 201568 - 203914 - 203999 - 2749,"Chandler,Wilson - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Nelson,Jameer",1610612743,DEN,20,9,11,0.45,198.0,114.7,111.8,3.0,0.619,1.87,19.4,0.289,0.81,0.552,0.145,0.543,0.585,100.23,0.529,142,220,12885,6642,48,4381,7405,5308,4543,2328,3941,3394,5410,3907,7821,4457,4674,5960,5330,2016-17
48,Lineups,201583 - 2772 - 201976 - 201935 - 1626149,"Anderson,Ryan - Ariza,Trevor - Beverley,Patrick - Harden,James - Harrell,Montrezl",1610612745,HOU,27,19,8,0.704,196.0,107.5,108.5,-1.0,0.609,1.4,17.3,0.242,0.758,0.492,0.166,0.532,0.569,101.0,0.492,65,40,12724,4314,50,5239,7054,6586,4606,3062,4855,4372,6275,6649,8474,4651,5080,5644,6030,2016-17
49,Lineups,201571 - 202687 - 203095 - 203932 - 201586,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Ibaka,Serge",1610612753,ORL,23,9,14,0.391,196.0,99.7,110.4,-10.8,0.608,1.94,18.2,0.162,0.746,0.445,0.123,0.503,0.524,95.06,0.426,97,220,12942,6922,49,7025,7264,7415,4612,2289,4510,5544,6863,7345,6945,4984,6213,8188,6941,2016-17
50,Lineups,204028 - 203903 - 1627742 - 1626204 - 101150,"Black,Tarik - Clarkson,Jordan - Ingram,Brandon - Nance Jr.,Larry - Williams,Lou",1610612747,LAL,22,11,11,0.5,195.0,108.0,100.2,7.8,0.528,1.41,15.8,0.289,0.767,0.541,0.149,0.509,0.555,100.79,0.551,110,157,12885,5226,51,5203,5941,4864,5517,3058,5739,3393,6199,4111,7995,4957,5482,5735,5000,2016-17
51,Lineups,201583 - 2772 - 201569 - 201935 - 2403,"Anderson,Ryan - Ariza,Trevor - Gordon,Eric - Harden,James - Hilario,Nene",1610612745,HOU,44,31,13,0.705,194.0,109.1,99.8,9.3,0.587,1.34,16.1,0.247,0.81,0.526,0.158,0.53,0.578,104.76,0.542,9,6,12930,4313,52,5091,5286,4732,4961,3125,5606,4353,5408,4426,8294,4674,4881,4352,5135,2016-17
52,Lineups,203109 - 201143 - 101161 - 203935 - 202738,"Crowder,Jae - Horford,Al - Johnson,Amir - Smart,Marcus - Thomas,Isaiah",1610612738,BOS,27,20,7,0.741,192.0,119.2,102.4,16.8,0.667,2.26,19.9,0.268,0.778,0.511,0.123,0.557,0.598,95.67,0.562,65,31,12629,4232,53,3932,6257,4097,3476,1319,3770,3701,5991,4633,6949,4210,4435,7947,4874,2016-17
53,Lineups,203484 - 203083 - 202720 - 202694 - 202397,"Caldwell-Pope,Kentavious - Drummond,Andre - Leuer,Jon - Morris,Marcus - Smith,Ish",1610612765,DET,39,17,22,0.436,190.0,93.3,98.7,-5.3,0.572,1.98,16.3,0.264,0.821,0.521,0.113,0.442,0.453,94.82,0.46,17,55,12979,6678,54,7507,5201,6967,5047,2282,5530,3733,5270,4498,6655,7230,8161,8261,6455,2016-17
54,Lineups,201967 - 203076 - 1627741 - 203524 - 201950,"Cunningham,Dante - Davis,Anthony - Hield,Buddy - Hill,Solomon - Holiday,Jrue",1610612740,NOP,18,9,9,0.5,189.0,106.5,95.9,10.6,0.595,1.96,18.5,0.16,0.758,0.468,0.124,0.538,0.561,97.77,0.558,173,220,12795,5226,55,5335,4972,4632,4923,2285,4309,5553,6277,6936,6979,4554,5342,7033,4914,2016-17
55,Lineups,203507 - 1627763 - 203089 - 203953 - 203503,"Antetokounmpo,Giannis - Brogdon,Malcolm - Henson,John - Parker,Jabari - Snell,Tony",1610612749,MIL,25,13,12,0.52,184.0,107.6,108.5,-0.9,0.617,2.0,18.9,0.231,0.693,0.469,0.128,0.522,0.553,93.73,0.513,78,102,12915,5223,56,5237,7050,6573,4547,1450,4129,4431,7376,6928,7205,4807,5517,8674,5563,2016-17
56,Lineups,203095 - 201145 - 201586 - 203901 - 202696,"Fournier,Evan - Green,Jeff - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",1610612753,ORL,23,9,14,0.391,181.0,94.2,92.0,2.2,0.578,1.34,15.9,0.213,0.86,0.531,0.155,0.461,0.498,99.36,0.507,97,220,12942,6922,58,7436,4638,5365,5024,3123,5682,4661,4711,4303,8137,6909,7538,6349,5629,2016-17
57,Lineups,202681 - 2544 - 202732 - 201567 - 202684,"Irving,Kyrie - James,LeBron - Liggins,DeAndre - Love,Kevin - Thompson,Tristan",1610612739,CLE,12,10,2,0.833,181.0,126.2,97.9,28.3,0.58,1.87,19.1,0.306,0.814,0.576,0.141,0.617,0.646,99.78,0.639,376,187,9490,3851,57,3257,5143,3300,5013,2327,4054,3228,5366,3357,7627,3220,3467,6165,3825,2016-17
58,Lineups,202711 - 202344 - 203930 - 201572 - 1627785,"Bogdanovic,Bojan - Booker,Trevor - Kilpatrick,Sean - Lopez,Brook - Whitehead,Isaiah",1610612751,BKN,22,5,17,0.227,178.0,105.5,111.8,-6.3,0.547,1.37,16.8,0.155,0.773,0.472,0.157,0.542,0.582,102.38,0.464,110,596,12967,7769,59,5536,7416,7043,5367,3112,5077,5577,6116,6877,8244,4464,4755,5170,6389,2016-17
59,Lineups,201583 - 2772 - 201569 - 201935 - 1626149,"Anderson,Ryan - Ariza,Trevor - Gordon,Eric - Harden,James - Harrell,Montrezl",1610612745,HOU,33,27,6,0.818,175.0,126.9,106.9,20.0,0.588,1.68,17.9,0.268,0.76,0.531,0.144,0.604,0.662,104.67,0.597,31,12,12472,3907,61,3221,6903,3850,4959,2497,4585,3698,6256,4304,7775,3347,3270,4391,4401,2016-17
60,Lineups,201939 - 203110 - 1627775 - 2585 - 202691,"Curry,Stephen - Green,Draymond - McCaw,Patrick - Pachulia,Zaza - Thompson,Klay",1610612744,GSW,19,15,4,0.789,175.0,114.1,100.6,13.5,0.787,2.19,23.7,0.253,0.772,0.523,0.157,0.577,0.603,103.71,0.566,155,73,11880,4019,60,4494,5968,4400,2716,1382,2292,3796,6128,4471,8234,3851,4291,4710,4820,2016-17
61,Lineups,2546 - 1626195 - 201584 - 204001 - 201565,"Anthony,Carmelo - Hernangomez,Willy - Lee,Courtney - Porzingis,Kristaps - Rose,Derrick",1610612752,NYK,25,9,16,0.36,172.0,104.5,115.5,-11.0,0.595,1.6,18.6,0.21,0.68,0.473,0.154,0.535,0.563,98.96,0.482,78,220,12960,6999,62,5637,7864,7429,4925,2633,4288,4686,7441,6869,8116,4602,5248,6541,6132,2016-17
62,Lineups,201587 - 201579 - 203077 - 202689 - 101107,"Batum,Nicolas - Hibbert,Roy - Kidd-Gilchrist,Michael - Walker,Kemba - Williams,Marvin",1610612766,CHA,20,5,15,0.25,170.0,109.0,101.0,7.9,0.619,2.18,17.8,0.255,0.778,0.521,0.112,0.49,0.539,96.95,0.538,142,596,12952,7576,63,5098,6040,4852,4533,1383,4636,3789,5991,4503,6589,6547,5822,7375,5209,2016-17
63,Lineups,201142 - 2738 - 2733 - 202691 - 2561,"Durant,Kevin - Iguodala,Andre - Livingston,Shaun - Thompson,Klay - West,David",1610612744,GSW,35,31,4,0.886,167.0,111.7,98.4,13.3,0.689,2.12,22.5,0.177,0.789,0.523,0.146,0.58,0.607,96.65,0.606,24,6,11880,3805,64,4801,5180,4412,3434,1425,2609,5268,5902,4474,7904,3820,4227,7508,4237,2016-17
64,Lineups,2754 - 1713 - 201144 - 201188 - 203210,"Allen,Tony - Carter,Vince - Conley,Mike - Gasol,Marc - Green,JaMychal",1610612763,MEM,26,14,12,0.538,166.0,118.6,101.6,17.0,0.649,2.23,19.9,0.273,0.789,0.544,0.124,0.566,0.601,92.25,0.592,72,82,12915,5200,65,3992,6128,4074,4271,1355,3773,3610,5903,4071,6965,4071,4324,9165,4448,2016-17
65,Lineups,202334 - 203090 - 203081 - 203468 - 203486,"Davis,Ed - Harkless,Maurice - Lillard,Damian - McCollum,CJ - Plumlee,Mason",1610612757,POR,13,6,7,0.462,164.0,122.1,122.1,0.0,0.618,2.49,20.3,0.325,0.836,0.553,0.118,0.571,0.593,98.26,0.474,332,436,12629,6621,66,3641,8542,6497,4546,1215,3300,3122,4953,3901,6777,4019,4532,6820,6251,2016-17
66,Lineups,2037 - 201933 - 201599 - 101108 - 200755,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,40,27,13,0.675,163.0,122.1,110.2,11.9,0.6,1.62,17.3,0.272,0.813,0.552,0.142,0.581,0.639,100.61,0.598,16,12,12930,4344,67,3640,7234,4531,4624,2624,4854,3685,5370,3908,7633,3813,3606,5792,4391,2016-17
67,Lineups,201587 - 1626163 - 203077 - 202689 - 203469,"Batum,Nicolas - Kaminsky,Frank - Kidd-Gilchrist,Michael - Walker,Kemba - Zeller,Cody",1610612766,CHA,29,16,13,0.552,162.0,108.0,101.0,7.0,0.689,2.17,19.8,0.267,0.784,0.528,0.127,0.507,0.543,98.72,0.544,48,61,12930,5181,68,5199,6038,4923,3433,1385,3817,3704,5956,4378,7181,4969,5710,6640,5106,2016-17
68,Lineups,203476 - 1627739 - 203897 - 1626157 - 203952,"Dieng,Gorgui - Dunn,Kris - LaVine,Zach - Towns,Karl-Anthony - Wiggins,Andrew",1610612750,MIN,28,10,18,0.357,159.0,112.4,118.5,-6.1,0.532,1.56,16.7,0.35,0.814,0.543,0.148,0.525,0.559,98.15,0.442,57,187,12970,7001,69,4755,8177,7024,5492,2683,5172,2276,5369,4088,7969,4757,5377,6875,6729,2016-17
69,Lineups,201583 - 2772 - 201976 - 201935 - 2403,"Anderson,Ryan - Ariza,Trevor - Beverley,Patrick - Harden,James - Hilario,Nene",1610612745,HOU,29,20,9,0.69,156.0,108.6,105.4,3.1,0.661,1.62,18.1,0.281,0.847,0.548,0.154,0.514,0.558,104.32,0.504,48,31,12795,4340,71,5151,6687,5288,4232,2626,4530,3562,4884,3953,8122,4907,5393,4512,5662,2016-17
