,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
245,Lineups,203484 - 201943 - 202328 - 2746 - 201155,"Caldwell-Pope,Kentavious - Jennings,Brandon - Monroe,Greg - Smith,Josh - Stuckey,Rodney",1610612765,DET,19,8,11,0.421,66.0,118.1,104.0,14.1,0.6,3.25,20.9,0.175,0.631,0.418,0.087,0.59,0.599,99.4,0.585,158,269,12187,6285,247,3604,6424,4087,4313,512,2764,5437,7512,7457,5283,3241,3958,5157,4328,2013-14
246,Lineups,201942 - 202335 - 203082 - 202685 - 202349,"DeRozan,DeMar - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas - Vasquez,Greivis",1610612761,TOR,9,8,1,0.889,66.0,116.7,102.8,13.9,0.508,2.0,17.7,0.196,0.842,0.537,0.116,0.584,0.607,93.29,0.551,592,269,3490,3498,243,3711,6255,4103,5212,1247,4211,5305,4231,4077,6055,3281,3804,7558,4742,2013-14
247,Lineups,2200 - 201941 - 202325 - 203088 - 201975,"Gasol,Pau - Hill,Jordan - Johnson,Wesley - Marshall,Kendall - Meeks,Jodie",1610612747,LAL,10,3,7,0.3,66.0,85.4,99.4,-14.0,0.625,1.25,15.6,0.211,0.742,0.458,0.164,0.409,0.452,105.06,0.398,492,1113,11956,6997,245,7540,5207,7293,4085,3009,5242,4889,5897,6711,7606,7048,7532,3587,6901,2013-14
248,Lineups,2744 - 201196 - 201229 - 202689 - 203469,"Jefferson,Al - Sessions,Ramon - Tolliver,Anthony - Walker,Kemba - Zeller,Cody",1610612766,CHA,15,7,8,0.467,66.0,121.7,95.4,26.3,0.672,4.3,22.5,0.228,0.87,0.541,0.074,0.564,0.595,98.03,0.633,245,342,12046,6191,249,3253,4894,3250,3228,228,2291,4707,3995,3995,4992,3639,4015,5646,3780,2013-14
249,Lineups,203507 - 101141 - 202688 - 203114 - 202336,"Antetokounmpo,Giannis - Ilyasova,Ersan - Knight,Brandon - Middleton,Khris - Sanders,Larry",1610612749,MIL,14,1,13,0.071,65.0,79.9,108.0,-28.1,0.667,1.08,13.9,0.354,0.636,0.467,0.181,0.339,0.385,95.8,0.311,287,3023,12217,7427,250,7999,6963,8230,3234,3265,6066,2570,7459,6529,8211,7891,8509,6537,7823,2013-14
0,Lineups,2440 - 201933 - 201599 - 101108 - 200755,"Barnes,Matt - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,60,42,18,0.7,1217.0,117.8,100.0,17.7,0.692,2.51,21.7,0.271,0.76,0.528,0.123,0.571,0.595,97.03,0.608,1,4,14470,4746,1,4164,7015,4529,3931,1103,3142,4463,6427,4893,7534,4139,4614,7086,4820,2014-15
1,Lineups,201960 - 201143 - 2594 - 200794 - 201952,"Carroll,DeMarre - Horford,Al - Korver,Kyle - Millsap,Paul - Teague,Jeff",1610612737,ATL,57,43,14,0.754,915.0,109.8,101.6,8.1,0.725,2.01,21.8,0.212,0.726,0.478,0.151,0.554,0.587,96.89,0.557,3,2,14447,4470,2,5127,7239,5362,3680,1452,3102,5585,7250,7508,8654,4384,4725,7139,5527,2014-15
2,Lineups,203084 - 101106 - 201939 - 203110 - 202691,"Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Green,Draymond - Thompson,Klay",1610612744,GSW,58,51,7,0.879,813.0,114.4,94.8,19.6,0.701,2.25,22.3,0.203,0.772,0.503,0.138,0.583,0.603,100.66,0.602,2,1,14189,4220,3,4513,5855,4381,3848,1335,2943,5628,6307,5189,8106,3944,4371,5575,4863,2014-15
3,Lineups,200746 - 201587 - 203081 - 201577 - 202083,"Aldridge,LaMarcus - Batum,Nicolas - Lillard,Damian - Lopez,Robin - Matthews,Wesley",1610612757,POR,32,24,8,0.75,629.0,107.8,97.1,10.7,0.558,1.77,16.8,0.249,0.769,0.523,0.127,0.503,0.547,96.13,0.572,19,15,14292,4471,4,5361,6083,5126,5877,2438,5576,5201,6356,4977,7778,4984,5760,7533,5299,2014-15
4,Lineups,203078 - 101162 - 2403 - 1718 - 202322,"Beal,Bradley - Gortat,Marcin - Hilario,Nene - Pierce,Paul - Wall,John",1610612764,WAS,40,20,20,0.5,596.0,106.1,98.7,7.4,0.647,1.86,20.0,0.216,0.817,0.518,0.147,0.535,0.561,96.79,0.541,10,25,14471,5665,5,5612,6212,5436,4886,2375,3809,5539,5540,5045,8542,4671,5473,7183,5793,2014-15
5,Lineups,202681 - 2544 - 201567 - 202389 - 2747,"Irving,Kyrie - James,LeBron - Love,Kevin - Mozgov,Timofey - Smith,J.R.",1610612739,CLE,33,29,4,0.879,481.0,116.1,96.8,19.3,0.628,1.82,20.0,0.277,0.752,0.531,0.153,0.578,0.604,97.07,0.601,17,10,13423,4221,6,4371,6043,4406,5008,2407,3814,4375,6463,4834,8704,3979,4354,7067,4868,2014-15
6,Lineups,2754 - 201144 - 201188 - 201584 - 2216,"Allen,Tony - Conley,Mike - Gasol,Marc - Lee,Courtney - Randolph,Zach",1610612763,MEM,43,31,12,0.721,460.0,110.1,102.7,7.4,0.552,1.5,17.3,0.239,0.724,0.49,0.152,0.535,0.585,94.98,0.547,8,6,14426,4690,7,5094,7464,5430,5974,2758,5261,5245,7257,7330,8689,4670,4750,8107,5697,2014-15
7,Lineups,2199 - 101145 - 1717 - 202718 - 200765,"Chandler,Tyson - Ellis,Monta - Nowitzki,Dirk - Parsons,Chandler - Rondo,Rajon",1610612742,DAL,31,17,14,0.548,455.0,103.0,106.7,-3.8,0.583,1.57,18.3,0.221,0.744,0.47,0.157,0.526,0.546,96.72,0.468,22,39,14447,5636,8,6031,8136,7506,5646,2716,4803,5514,7084,7646,8847,4790,5777,7218,7043,2014-15
8,Lineups,201954 - 202326 - 200752 - 203463 - 201574,"Collison,Darren - Cousins,DeMarcus - Gay,Rudy - McLemore,Ben - Thompson,Jason",1610612758,SAC,30,14,16,0.467,427.0,108.1,91.8,16.4,0.518,1.5,16.4,0.24,0.795,0.534,0.143,0.528,0.566,97.75,0.594,24,70,14462,7214,9,5317,5563,4642,6176,2757,5987,5240,6051,4746,8358,4767,5341,6766,5039,2014-15
9,Lineups,201144 - 201188 - 201145 - 201584 - 2216,"Conley,Mike - Gasol,Marc - Green,Jeff - Lee,Courtney - Randolph,Zach",1610612763,MEM,29,19,10,0.655,426.0,100.4,103.4,-3.0,0.597,1.65,17.5,0.191,0.766,0.474,0.139,0.481,0.531,92.72,0.504,27,28,14385,5283,10,6480,7609,7446,5558,2644,5171,6098,6364,7549,8117,6799,6194,9181,6309,2014-15
10,Lineups,201167 - 201163 - 202702 - 201951 - 202389,"Afflalo,Arron - Chandler,Wilson - Faried,Kenneth - Lawson,Ty - Mozgov,Timofey",1610612743,DEN,29,14,15,0.483,416.0,107.1,108.6,-1.5,0.563,1.45,16.9,0.317,0.779,0.544,0.16,0.512,0.546,96.92,0.486,27,70,14455,7208,11,5417,8312,7315,5853,3111,5489,3895,6177,4580,8938,4945,5774,7131,6808,2014-15
11,Lineups,202339 - 201609 - 203458 - 202693 - 200782,"Bledsoe,Eric - Dragic,Goran - Len,Alex - Morris,Markieff - Tucker,PJ",1610612756,PHX,35,19,16,0.543,392.0,103.9,94.5,9.4,0.497,1.35,16.1,0.239,0.755,0.51,0.156,0.524,0.549,98.67,0.554,16,28,14462,5647,12,5878,5839,5245,7835,3247,6111,5244,6457,5153,8815,4801,5731,6383,5601,2014-15
12,Lineups,201942 - 101161 - 200768 - 203082 - 202685,"DeRozan,DeMar - Johnson,Amir - Lowry,Kyle - Ross,Terrence - Valanciunas,Jonas",1610612761,TOR,32,20,12,0.625,390.0,107.2,104.7,2.6,0.543,1.57,17.2,0.222,0.783,0.521,0.145,0.535,0.568,96.03,0.51,19,25,14426,5317,13,5404,7794,5864,6041,2733,5276,5377,6148,4995,8409,4669,5319,7575,6250,2014-15
13,Lineups,201579 - 201588 - 203524 - 101139 - 2561,"Hibbert,Roy - Hill,George - Hill,Solomon - Miles,CJ - West,David",1610612754,IND,30,19,11,0.633,374.0,104.6,100.3,4.3,0.663,2.22,19.0,0.215,0.801,0.512,0.116,0.49,0.532,94.28,0.542,24,28,14410,5314,14,5774,7044,5707,4832,1367,4448,5540,5610,5130,7355,6699,6191,8444,5773,2014-15
14,Lineups,2772 - 201976 - 201935 - 2730 - 202700,"Ariza,Trevor - Beverley,Patrick - Harden,James - Howard,Dwight - Motiejunas,Donatas",1610612745,HOU,25,15,10,0.6,360.0,108.1,96.7,11.5,0.663,1.37,18.7,0.289,0.748,0.523,0.188,0.547,0.58,98.41,0.541,45,59,14385,5375,15,5316,6027,5048,4832,3240,4581,4134,7074,4972,9959,4477,4923,6486,5803,2014-15
15,Lineups,202710 - 2399 - 2200 - 201149 - 201565,"Butler,Jimmy - Dunleavy,Mike - Gasol,Pau - Noah,Joakim - Rose,Derrick",1610612741,CHI,21,16,5,0.762,353.0,107.2,103.5,3.7,0.646,1.92,19.2,0.25,0.77,0.525,0.137,0.511,0.552,95.78,0.549,71,45,13814,4467,16,5405,7619,5754,4887,2344,4391,4567,6311,4945,8084,4960,5660,7728,5671,2014-15
16,Lineups,201600 - 203076 - 201936 - 201569 - 202347,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Pondexter,Quincy",1610612740,NOP,25,18,7,0.72,346.0,109.0,104.5,4.5,0.642,1.79,19.6,0.268,0.759,0.512,0.152,0.543,0.564,92.38,0.518,45,33,14189,4691,17,5226,7780,5680,4915,2425,4217,4479,6429,5128,8687,4559,5369,9332,6131,2014-15
17,Lineups,203507 - 203487 - 101141 - 203114 - 2585,"Antetokounmpo,Giannis - Carter-Williams,Michael - Ilyasova,Ersan - Middleton,Khris - Pachulia,Zaza",1610612749,MIL,24,10,14,0.417,344.0,107.3,97.4,9.9,0.667,1.7,19.7,0.3,0.792,0.543,0.163,0.519,0.556,97.2,0.561,50,151,14447,7304,18,5403,6101,5205,3989,2528,4198,4082,6070,4594,9022,4864,5569,7007,5484,2014-15
18,Lineups,2430 - 977 - 201941 - 202325 - 202391,"Boozer,Carlos - Bryant,Kobe - Hill,Jordan - Johnson,Wesley - Lin,Jeremy",1610612747,LAL,20,5,15,0.25,338.0,102.4,117.6,-15.2,0.632,1.9,18.5,0.245,0.745,0.479,0.133,0.482,0.521,98.74,0.415,87,577,14455,8092,19,6112,9393,8587,4979,2353,4673,5208,7078,7480,7935,6783,6370,6347,7799,2014-15
19,Lineups,203504 - 202692 - 202324 - 202330 - 202683,"Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Kanter,Enes",1610612762,UTA,24,9,15,0.375,328.0,114.4,114.8,-0.3,0.54,1.88,18.4,0.266,0.755,0.515,0.133,0.56,0.584,91.04,0.498,50,188,14455,7467,20,4510,9092,7211,6052,2366,4797,4513,6458,5085,7941,4266,4757,9930,6698,2014-15
20,Lineups,101138 - 202340 - 203935 - 202323 - 203092,"Bass,Brandon - Bradley,Avery - Smart,Marcus - Turner,Evan - Zeller,Tyler",1610612738,BOS,33,19,14,0.576,321.0,95.1,102.3,-7.2,0.592,2.08,18.2,0.182,0.768,0.471,0.117,0.471,0.49,97.95,0.464,17,28,14447,5548,21,7616,7382,7868,5574,1437,4841,6145,6357,7601,7358,6937,7959,6679,7106,2014-15
21,Lineups,203078 - 101162 - 2743 - 1718 - 202322,"Beal,Bradley - Gortat,Marcin - Humphries,Kris - Pierce,Paul - Wall,John",1610612764,WAS,28,18,10,0.643,317.0,98.0,96.2,1.8,0.673,1.64,19.5,0.214,0.812,0.505,0.161,0.497,0.526,97.46,0.512,32,33,14385,5293,22,7339,5994,5934,3984,2651,4273,5582,5580,5185,8968,6657,6270,6882,6219,2014-15
22,Lineups,201167 - 200746 - 201587 - 203081 - 201577,"Afflalo,Arron - Aldridge,LaMarcus - Batum,Nicolas - Lillard,Damian - Lopez,Robin",1610612757,POR,21,14,7,0.667,314.0,107.5,111.0,-3.5,0.529,1.58,16.5,0.242,0.755,0.513,0.139,0.516,0.553,95.63,0.484,71,70,14189,4782,23,5391,8578,7489,6129,2714,5958,5223,6456,5119,8123,4896,5629,7787,6839,2014-15
23,Lineups,977 - 202334 - 201941 - 202325 - 101179,"Bryant,Kobe - Davis,Ed - Hill,Jordan - Johnson,Wesley - Price,Ronnie",1610612747,LAL,19,5,14,0.263,269.0,96.9,106.6,-9.7,0.673,1.75,18.8,0.22,0.753,0.474,0.145,0.477,0.509,96.77,0.451,106,577,14447,8091,24,7434,8131,8117,3985,2497,4545,5518,6460,7550,8413,6850,6810,7197,7286,2014-15
24,Lineups,201163 - 202702 - 200751 - 201568 - 201951,"Chandler,Wilson - Faried,Kenneth - Foye,Randy - Gallinari,Danilo - Lawson,Ty",1610612743,DEN,16,7,9,0.438,267.0,113.1,105.8,7.3,0.602,2.01,18.8,0.174,0.813,0.49,0.123,0.562,0.597,100.24,0.529,161,318,14356,7259,25,4735,7910,5438,5217,1451,4525,6231,5556,7329,7539,4252,4542,5744,5990,2014-15
25,Lineups,2564 - 1495 - 201980 - 202695 - 2225,"Diaw,Boris - Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony",1610612759,SAS,44,31,13,0.705,266.0,114.2,102.3,11.9,0.589,1.94,19.0,0.256,0.786,0.534,0.133,0.555,0.588,94.66,0.57,6,6,14439,4744,26,4561,7384,5019,5584,2335,4464,4561,6102,4744,7949,4381,4709,8276,5379,2014-15
26,Lineups,201167 - 201163 - 202702 - 201951 - 203994,"Afflalo,Arron - Chandler,Wilson - Faried,Kenneth - Lawson,Ty - Nurkic,Jusuf",1610612743,DEN,25,8,17,0.32,265.0,97.0,101.6,-4.6,0.655,1.78,18.4,0.231,0.795,0.512,0.141,0.471,0.5,97.05,0.486,45,235,14467,8018,28,7426,7232,7586,4847,2434,4798,5290,6055,5135,8185,6936,7832,7079,6809,2014-15
27,Lineups,1495 - 201980 - 202695 - 2225 - 201168,"Duncan,Tim - Green,Danny - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",1610612759,SAS,29,21,8,0.724,265.0,116.8,93.2,23.6,0.622,2.46,21.2,0.219,0.749,0.508,0.119,0.569,0.601,96.84,0.622,27,21,14292,4688,27,4224,5709,4062,5108,1237,3283,5520,7072,5161,7440,4145,4417,7166,4644,2014-15
28,Lineups,201579 - 203524 - 201155 - 201228 - 2561,"Hibbert,Roy - Hill,Solomon - Stuckey,Rodney - Watson,CJ - West,David",1610612754,IND,24,9,15,0.375,260.0,96.0,110.5,-14.6,0.605,1.53,17.6,0.229,0.732,0.483,0.155,0.47,0.504,92.3,0.441,50,188,14455,7467,29,7529,8546,8530,5213,2751,5112,5334,7168,7411,8747,6962,7009,9370,7429,2014-15
29,Lineups,202681 - 2544 - 201567 - 1890 - 2760,"Irving,Kyrie - James,LeBron - Love,Kevin - Marion,Shawn - Varejao,Anderson",1610612739,CLE,22,14,8,0.636,257.0,107.2,104.2,3.0,0.722,2.07,21.2,0.259,0.761,0.518,0.144,0.517,0.557,95.07,0.528,62,70,14292,5300,30,5409,7763,5824,3694,1440,3278,4548,6410,5042,8397,4889,5556,8062,6003,2014-15
30,Lineups,203900 - 2207 - 201572 - 101114 - 201152,"Brown,Markel - Johnson,Joe - Lopez,Brook - Williams,Deron - Young,Thaddeus",1610612751,BKN,23,12,11,0.522,256.0,109.9,101.0,8.9,0.519,2.06,16.6,0.268,0.786,0.523,0.109,0.499,0.539,92.9,0.535,56,99,14410,5663,31,5121,7105,5278,6171,1443,5941,4478,6102,4973,7056,6655,5931,9113,5898,2014-15
31,Lineups,203484 - 203083 - 201943 - 202328 - 202713,"Caldwell-Pope,Kentavious - Drummond,Andre - Jennings,Brandon - Monroe,Greg - Singler,Kyle",1610612765,DET,24,12,12,0.5,254.0,102.9,97.5,5.4,0.582,1.42,16.9,0.316,0.776,0.542,0.165,0.496,0.52,96.88,0.512,50,99,14426,5665,32,6034,6113,5614,5650,3149,5487,3897,6283,4595,9061,6661,6454,7141,6220,2014-15
32,Lineups,2199 - 101145 - 2749 - 1717 - 202718,"Chandler,Tyson - Ellis,Monta - Nelson,Jameer - Nowitzki,Dirk - Parsons,Chandler",1610612742,DAL,21,14,7,0.667,254.0,116.4,103.6,12.9,0.64,2.53,20.4,0.248,0.768,0.507,0.113,0.547,0.583,96.34,0.575,71,70,14189,4782,33,4299,7633,4938,4920,1102,3617,5203,6358,5172,7244,4482,4819,7408,5267,2014-15
33,Lineups,203500 - 201142 - 201586 - 203460 - 201566,"Adams,Steven - Durant,Kevin - Ibaka,Serge - Roberson,Andre - Westbrook,Russell",1610612760,OKC,23,15,8,0.652,249.0,109.8,96.4,13.4,0.611,1.54,18.3,0.313,0.819,0.576,0.165,0.527,0.57,97.86,0.577,56,59,14292,5285,34,5126,6002,4907,5173,2749,4808,3915,5476,3766,9053,4769,5183,6725,5253,2014-15
34,Lineups,2037 - 201933 - 201599 - 101108 - 200755,"Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,44,31,13,0.705,245.0,119.1,109.6,9.5,0.641,2.02,18.7,0.238,0.784,0.519,0.125,0.55,0.614,95.4,0.562,6,6,14439,4744,35,4037,8425,5237,4919,1450,4597,5249,6143,5028,7566,4457,4211,7910,5476,2014-15
35,Lineups,101162 - 2403 - 1718 - 202066 - 202322,"Gortat,Marcin - Hilario,Nene - Pierce,Paul - Temple,Garrett - Wall,John",1610612764,WAS,20,12,8,0.6,242.0,96.6,89.1,7.5,0.692,1.47,19.0,0.229,0.779,0.506,0.176,0.484,0.521,97.76,0.595,87,99,14292,5375,36,7461,5270,5427,3930,3097,4470,5336,6178,5180,9608,6753,6441,6762,5024,2014-15
36,Lineups,202339 - 201609 - 202694 - 202693 - 203101,"Bledsoe,Eric - Dragic,Goran - Morris,Marcus - Morris,Markieff - Plumlee,Miles",1610612756,PHX,26,17,9,0.654,237.0,107.1,102.9,4.2,0.543,1.37,18.1,0.21,0.71,0.486,0.174,0.567,0.592,96.47,0.536,40,39,14356,5284,37,5420,7481,5717,6042,3239,4908,5598,7503,7374,9532,4158,4644,7331,5888,2014-15
37,Lineups,201946 - 201949 - 202335 - 202349 - 101150,"Hansbrough,Tyler - Johnson,James - Patterson,Patrick - Vasquez,Greivis - Williams,Lou",1610612761,TOR,39,23,16,0.59,229.0,114.6,96.8,17.7,0.546,1.84,16.9,0.274,0.712,0.492,0.124,0.541,0.578,93.67,0.592,11,18,14462,5532,38,4503,6046,4526,5990,2392,5482,4385,7497,7307,7548,4588,4981,8732,5059,2014-15
38,Lineups,2440 - 2037 - 201933 - 201599 - 101108,"Barnes,Matt - Crawford,Jamal - Griffin,Blake - Jordan,DeAndre - Paul,Chris",1610612746,LAC,45,30,15,0.667,225.0,118.9,104.9,14.0,0.555,2.36,17.6,0.273,0.727,0.506,0.101,0.544,0.584,95.45,0.583,5,9,14455,4782,39,4080,7818,4848,5967,1261,5123,4387,7249,5174,6839,4543,4761,7881,5147,2014-15
39,Lineups,203095 - 101112 - 202699 - 203506 - 202696,"Fournier,Evan - Frye,Channing - Harris,Tobias - Oladipo,Victor - Vucevic,Nikola",1610612753,ORL,21,8,13,0.381,211.0,98.9,108.0,-9.0,0.543,1.38,16.7,0.148,0.782,0.458,0.155,0.517,0.543,94.38,0.43,71,235,14439,7466,40,7276,8262,8044,6040,3215,5909,6597,6161,7873,8752,4878,5867,8404,7568,2014-15
40,Lineups,201600 - 201967 - 203076 - 201936 - 201569,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Gordon,Eric",1610612740,NOP,20,12,8,0.6,210.0,108.4,97.0,11.4,0.617,1.8,19.0,0.32,0.814,0.569,0.149,0.515,0.545,91.94,0.573,87,99,14292,5375,41,5286,6068,5051,5136,2411,4474,3877,5553,4089,8598,4914,5806,9541,5294,2014-15
41,Lineups,201600 - 202337 - 203076 - 201936 - 201950,"Asik,Omer - Babbitt,Luke - Davis,Anthony - Evans,Tyreke - Holiday,Jrue",1610612740,NOP,16,9,7,0.563,201.0,100.8,100.9,-0.1,0.612,1.53,18.0,0.276,0.846,0.548,0.163,0.496,0.521,97.36,0.493,161,188,14189,5601,42,6438,7094,7196,5171,2752,4933,4378,5149,4462,9012,6660,6442,6933,6734,2014-15
42,Lineups,203084 - 201939 - 203110 - 201578 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - Speights,Marreese - Thompson,Klay",1610612744,GSW,36,28,8,0.778,201.0,117.5,98.4,19.1,0.658,2.47,21.4,0.239,0.722,0.484,0.122,0.572,0.598,105.16,0.593,15,12,14292,4437,43,4188,6187,4429,4840,1236,3248,5241,7291,7396,7498,4030,4515,4156,5046,2014-15
43,Lineups,2440 - 201150 - 201599 - 101108 - 200755,"Barnes,Matt - Hawes,Spencer - Jordan,DeAndre - Paul,Chris - Redick,JJ",1610612746,LAC,17,11,6,0.647,199.0,113.3,100.7,12.6,0.69,2.23,21.5,0.222,0.764,0.516,0.135,0.574,0.592,95.85,0.563,140,125,14052,5290,44,4727,7066,4971,3934,1366,3190,5377,6394,5076,7991,4023,4650,7697,5456,2014-15
44,Lineups,200746 - 201587 - 2549 - 203081 - 202083,"Aldridge,LaMarcus - Batum,Nicolas - Kaman,Chris - Lillard,Damian - Matthews,Wesley",1610612757,POR,20,11,9,0.55,190.0,100.3,104.6,-4.3,0.613,1.74,17.4,0.242,0.717,0.471,0.136,0.476,0.509,93.06,0.474,87,125,14356,5635,45,6486,7791,7561,5168,2499,5187,5224,7317,7602,8034,6863,6850,9022,6979,2014-15
45,Lineups,203957 - 202324 - 203497 - 202330 - 204060,"Exum,Dante - Favors,Derrick - Gobert,Rudy - Hayward,Gordon - Ingles,Joe",1610612762,UTA,31,15,16,0.484,187.0,97.4,96.9,0.5,0.595,1.07,15.8,0.311,0.819,0.562,0.2,0.481,0.515,89.89,0.495,22,59,14462,7207,46,7398,6050,6057,5563,3711,6240,3946,5475,4177,10170,6791,6623,10390,6719,2014-15
46,Lineups,203484 - 203083 - 201943 - 202713 - 2746,"Caldwell-Pope,Kentavious - Drummond,Andre - Jennings,Brandon - Singler,Kyle - Smith,Josh",1610612765,DET,16,2,14,0.125,185.0,96.4,107.0,-10.6,0.66,1.7,18.0,0.299,0.723,0.495,0.149,0.454,0.478,99.02,0.433,161,1856,14447,8450,47,7482,8158,8192,4837,2524,4955,4083,7265,7291,8601,7279,8180,6222,7536,2014-15
47,Lineups,101106 - 201939 - 203110 - 2738 - 202691,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",1610612744,GSW,50,43,7,0.86,181.0,122.6,94.3,28.3,0.619,2.04,19.5,0.292,0.743,0.518,0.135,0.576,0.615,101.13,0.626,4,2,14189,4238,48,3735,5823,3703,5120,1446,4257,4121,7089,5048,7995,4007,4210,5390,4578,2014-15
48,Lineups,203473 - 202699 - 203506 - 203901 - 202696,"Dedmon,Dewayne - Harris,Tobias - Oladipo,Victor - Payton,Elfrid - Vucevic,Nikola",1610612753,ORL,17,3,14,0.176,180.0,97.2,103.6,-6.4,0.604,1.58,18.0,0.306,0.75,0.518,0.159,0.465,0.493,95.19,0.47,140,1167,14447,8401,49,7409,7638,7783,5214,2715,4960,3991,6464,5040,8900,7043,7925,8005,7026,2014-15
49,Lineups,202711 - 708 - 2207 - 201572 - 101114,"Bogdanovic,Bojan - Garnett,Kevin - Johnson,Joe - Lopez,Brook - Williams,Deron",1610612751,BKN,14,6,8,0.429,179.0,105.7,102.2,3.6,0.571,1.65,18.4,0.185,0.772,0.478,0.148,0.532,0.568,92.84,0.519,213,430,14292,7261,50,5647,7368,5763,5684,2646,4691,6140,6305,7509,8557,4692,5206,9134,6109,2014-15
50,Lineups,2736 - 201609 - 2617 - 2548 - 202355,"Deng,Luol - Dragic,Goran - Haslem,Udonis - Wade,Dwyane - Whiteside,Hassan",1610612748,MIA,16,9,7,0.563,179.0,108.1,110.0,-1.9,0.493,2.03,15.9,0.274,0.734,0.505,0.105,0.498,0.53,91.95,0.508,161,188,14189,5601,51,5322,8459,7349,7837,1449,6185,4386,7143,5184,6923,6656,6225,9535,6277,2014-15
51,Lineups,201188 - 201145 - 201584 - 2216 - 2757,"Gasol,Marc - Green,Jeff - Lee,Courtney - Randolph,Zach - Udrih,Beno",1610612763,MEM,20,13,7,0.65,178.0,106.3,110.9,-4.6,0.573,1.48,18.4,0.265,0.801,0.538,0.168,0.54,0.568,91.55,0.508,87,83,14189,5286,52,5599,8572,7597,5681,3095,4682,4519,5609,4716,9326,4593,5318,9720,6276,2014-15
52,Lineups,2772 - 201976 - 201595 - 201935 - 202700,"Ariza,Trevor - Beverley,Patrick - Dorsey,Joey - Harden,James - Motiejunas,Donatas",1610612745,HOU,19,13,6,0.684,174.0,102.0,98.7,3.3,0.612,1.26,16.8,0.297,0.797,0.528,0.18,0.497,0.538,98.39,0.498,106,83,14052,4777,53,6198,6207,5786,5172,3436,5594,4089,6043,4890,9700,6658,5953,6496,6697,2014-15
53,Lineups,2406 - 203484 - 203083 - 202704 - 201229,"Butler,Caron - Caldwell-Pope,Kentavious - Drummond,Andre - Jackson,Reggie - Tolliver,Anthony",1610612765,DET,18,9,9,0.5,173.0,126.5,112.1,14.3,0.656,2.74,22.8,0.263,0.752,0.515,0.119,0.631,0.64,90.33,0.541,124,188,14356,5665,54,3343,8684,4828,4843,1052,2762,4522,6461,5088,7441,3069,3675,10191,5791,2014-15
54,Lineups,201600 - 203076 - 201936 - 201569 - 201950,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",1610612740,NOP,13,7,6,0.538,171.0,109.8,98.5,11.3,0.623,2.33,19.4,0.271,0.793,0.528,0.116,0.511,0.544,94.77,0.558,259,318,14052,5648,55,5125,6197,5067,5107,1264,4330,4464,6061,4889,7337,4949,5815,8211,5522,2014-15
55,Lineups,202339 - 201609 - 202693 - 203101 - 200782,"Bledsoe,Eric - Dragic,Goran - Morris,Markieff - Plumlee,Miles - Tucker,PJ",1610612756,PHX,27,16,11,0.593,163.0,102.8,97.6,5.2,0.532,1.24,14.9,0.301,0.752,0.519,0.161,0.476,0.522,97.74,0.527,37,45,14410,5530,56,6043,6126,5626,6110,3522,6608,4008,6462,5026,8977,6854,6359,6771,6009,2014-15
56,Lineups,202340 - 201145 - 203482 - 200765 - 203096,"Bradley,Avery - Green,Jeff - Olynyk,Kelly - Rondo,Rajon - Sullinger,Jared",1610612738,BOS,19,6,13,0.316,161.0,108.7,105.7,3.0,0.618,2.24,19.5,0.248,0.784,0.497,0.12,0.523,0.547,101.83,0.507,106,430,14439,8019,57,5243,7902,5816,5132,1362,4274,5202,6144,7285,7479,4811,5758,5160,6288,2014-15
